id,title,description,dcat_ap_id,dcat_ap_title,en_iso_19115_id,en_iso_19115_title,inspire_id,inspire_title
Einwohner 75 Jahre und älter,Einwohner 75 Jahre und älter,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Schuldnerquote,Schuldnerquote,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Außenwanderungssaldo,Außenwanderungssaldo,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Anteil Minijobs (ausschließlich) an geringfügig Beschäftigten,Anteil Minijobs (ausschließlich) an geringfügig Beschäftigten,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Staatsangehörige ab 18 Deutsche ab 18,Staatsangehörige ab 18 Deutsche ab 18,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Nahversorgung Hausarzt,Nahversorgung Hausarzt,,HEAL,Health,health,Health,HH,Human health and safety
(SDG 9) Breitbandversorgung privater Haushalte,(SDG 9) Breitbandversorgung privater Haushalte,,SOCI,Population and society,utilitiesCommunication,Utilities / Communication,SU,Statistical units
Bildung – Ausbildungsangebot,Bildung – Ausbildungsangebot,,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
Ausgaben für Sachinvestitionen,Ausgaben für Sachinvestitionen,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Eigentümerquote Eigentümerquote,Eigentümerquote Eigentümerquote,,SOCI,Population and society,society,Society,PD,Population distribution — demography
(SDG 4) Integrative Kindertageseinrichtungen,(SDG 4) Integrative Kindertageseinrichtungen,,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
Mehrfamilienhäuser,Mehrfamilienhäuser,,SOCI,Population and society,structure,Structure,BU,Buildings
Anteil Minijobs an den Beschäftigungsverhältnissen,Anteil Minijobs an den Beschäftigungsverhältnissen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Verkehrs- und Kommunikationsfunktion,Verkehrs- und Kommunikationsfunktion,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Bevölkerung gesamt,Bevölkerung gesamt,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Soziale Versorgung,Soziale Versorgung,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bruttoverdienst im Produzierenden Gewerbe,Bruttoverdienst im Produzierenden Gewerbe,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Krankenhäuser mit Schlaganfallversorgung,Krankenhäuser mit Schlaganfallversorgung,,HEAL,Health,health,Health,HH,Human health and safety
Sozialversicherungspflichtig Beschäftigte am Arbeitsort,Sozialversicherungspflichtig Beschäftigte am Arbeitsort,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Anteil Selbständige an Insolvenzen,Anteil Selbständige an Insolvenzen,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
Hochschulen gesamt,Hochschulen gesamt,,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
Medianeinkommen anerkannter Berufsabschluss,Medianeinkommen anerkannter Berufsabschluss,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Wasserfläche,Wasserfläche,,ENVI,Environment,inlandWaters,Inland Waters,HY,Hydrography
Zuzugsrate Männer,Zuzugsrate Männer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bevölkerung – Bevölkerungsstruktur,Bevölkerung – Bevölkerungsstruktur,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Beschäftigte am AO mit Berufsabschluss,Beschäftigte am AO mit Berufsabschluss,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Einwohner von 30 bis unter 50 Jahren,Einwohner von 30 bis unter 50 Jahren,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Kinositzplätze,Kinositzplätze,,EDUC,"Education, culture and sport",society,Society,PF,Production and industrial facilities
(SDG 8) Beschäftigungsquote - 15- bis 64-Jährige,(SDG 8) Beschäftigungsquote - 15- bis 64-Jährige,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Familienstand eingetragene Lebenspartnerschaft,Familienstand eingetragene Lebenspartnerschaft,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Alter infr 75 und älter,Alter infr 75 und älter,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Gebäude nach Baujahr in MZ-Klassen 2001 bis 2010,Gebäude nach Baujahr in MZ-Klassen 2001 bis 2010,,SOCI,Population and society,society,Society,BU,Buildings
Asylbewerber,Asylbewerber,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Ländlichkeit,Ländlichkeit,,REGI,Regions and cities,society,Society,AM,Area management/restriction/regulation zones and reporting units
Bundestagswahl Erststimme BÜNDNIS DEUTSCHLAND,Bundestagswahl Erststimme BÜNDNIS DEUTSCHLAND,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Familienstand Bevölkerung insgesamt,Familienstand Bevölkerung insgesamt,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Fläche der Wohnung 10m2 Intervalle 170 bis 179,Fläche der Wohnung 10m2 Intervalle 170 bis 179,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Unternehmensinsolvenzen,Unternehmensinsolvenzen,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Städtebauförderung (langfristig),Städtebauförderung (langfristig),,REGI,Regions and cities,planningCadastre,Planning / Cadastre,LU,Land use
Sozialversicherungspflichtig Beschäftigte am Wohnort,Sozialversicherungspflichtig Beschäftigte am Wohnort,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Alter in 10er Jahresgruppen Bevölkerung insgesamt,Alter in 10er Jahresgruppen Bevölkerung insgesamt,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Arbeitsmarktpolitische Hilfen der BA für Arbeit (kurzfristig),Arbeitsmarktpolitische Hilfen der BA für Arbeit (kurzfristig),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Krankenhäuser mit Nofallversorgung Kinder,Krankenhäuser mit Nofallversorgung Kinder,,HEAL,Health,health,Health,HH,Human health and safety
Gebäude nach Baujahr in MZ-Klassen 2011 bis 2019,Gebäude nach Baujahr in MZ-Klassen 2011 bis 2019,,SOCI,Population and society,structure,Structure,BU,Buildings
Ausländische männliche Arbeitslose,Ausländische männliche Arbeitslose,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Erststimme SPD,Bundestagswahl Erststimme SPD,,GOVE,Government and public sector,society,Society,AM,Area management/restriction/regulation zones and reporting units
Familienstand eingetragene Lebenspartnerschaft aufgehoben,Familienstand eingetragene Lebenspartnerschaft aufgehoben,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Landwirtschaftsfläche,Landwirtschaftsfläche,,AGRI,"Agriculture, fisheries, forestry and food",farming,Farming,AF,Agricultural and aquaculture facilities
Umsatz im Handwerk,Umsatz im Handwerk,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Spezialbibliotheken,Spezialbibliotheken,,EDUC,"Education, culture and sport",society,Society,SU,Statistical units
Pkw Benzin,Pkw Benzin,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Großunternehmen,Großunternehmen,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Arbeitslosenquote Männer,Arbeitslosenquote Männer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Männliche Schulabgänger mit mittlerem Abschluss,Männliche Schulabgänger mit mittlerem Abschluss,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Bildungswanderer,Bildungswanderer,,EDUC,"Education, culture and sport",society,Society,SU,Statistical units
Bevölkerung (mit BBSR-Zensuskorrekturen),Bevölkerung (mit BBSR-Zensuskorrekturen),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Siedlungs- und Verkehrsfläche,Siedlungs- und Verkehrsfläche,,REGI,Regions and cities,planningCadastre,Planning / Cadastre,LU,Land use
Marktaktive Leerstandsquote Marktaktive Leerstandsquote,Marktaktive Leerstandsquote Marktaktive Leerstandsquote,,REGI,Regions and cities,planningCadastre,Planning / Cadastre,BU,Buildings
Baujahr 2000 bis 2009,Baujahr 2000 bis 2009,,SOCI,Population and society,society,Society,BU,Buildings
(SDG 11) Flächeninanspruchnahme,(SDG 11) Flächeninanspruchnahme,,REGI,Regions and cities,planningCadastre,Planning / Cadastre,LU,Land use
Männliche Bildungswanderer,Männliche Bildungswanderer,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Aufstocker,Aufstocker,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Weibliche Schulabgänger mit mittlerem Abschluss,Weibliche Schulabgänger mit mittlerem Abschluss,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Schlüsselzuweisungen,Schlüsselzuweisungen,,GOVE,Government and public sector,society,Society,AM,Area management/restriction/regulation zones and reporting units
(SDG 11) Flächenneuinanspruchnahme,(SDG 11) Flächenneuinanspruchnahme,,ENVI,Environment,environment,Environment,LU,Land use
Frauenanteil 20 bis unter 40 Jahre,Frauenanteil 20 bis unter 40 Jahre,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Beschäftigtenquote Frauen,Beschäftigtenquote Frauen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Seniorenstatus eines privaten Haushalts Haushalt mit Senior:innen,Seniorenstatus eines privaten Haushalts Haushalt mit Senior:innen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bildung - Schulische Bildung,Bildung - Schulische Bildung,,EDUC,"Education, culture and sport",society,Society,SU,Statistical units
Ladepunkte je 100.000 Einwohner,Ladepunkte je 100.000 Einwohner,,ENER,Energy,utilitiesCommunication,Utilities / Communication,ER,Energy resources
"GRW, Bereich Förderung wirtschaftsnaher Infrastruktur (langfristig)","GRW, Bereich Förderung wirtschaftsnaher Infrastruktur (langfristig)",,ECON,Economy and finance,economy,Farming,AM,Area management/restriction/regulation zones and reporting units
Bundestagswahl Erststimme PARTEILOS - FÜR MEHR DIREKTE DEMOKRATIE,Bundestagswahl Erststimme PARTEILOS - FÜR MEHR DIREKTE DEMOKRATIE,,GOVE,Government and public sector,society,Society,SU,Statistical units
Wirtschaft – Fremdenverkehr,Wirtschaft – Fremdenverkehr,,ECON,Economy and finance,economy,Farming,AM,Area management/restriction/regulation zones and reporting units
Landgerichte,Landgerichte,,JUST,"Justice, legal system and public safety",society,Society,US,Utility and governmental services
Anteil Minijobs (ausschließlich) an den Beschäftigungsverhältnissen,Anteil Minijobs (ausschließlich) an den Beschäftigungsverhältnissen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Einkommensteuer,Einkommensteuer,,ECON,Economy and finance,economy,Farming,SU,Statistical units
Gebäudetyp Größe Mehrfamilienhaus 13 und mehr Wohnungen,Gebäudetyp Größe Mehrfamilienhaus 13 und mehr Wohnungen,,SOCI,Population and society,structure,Structure,BU,Buildings
Empfänger von Mindestsicherungen,Empfänger von Mindestsicherungen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Unternehmensinsolvenzen Gläubigerforderungen,Unternehmensinsolvenzen Gläubigerforderungen,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
(SDG 4) Wohnungsnahe Grundversorgung - Grundschule,(SDG 4) Wohnungsnahe Grundversorgung - Grundschule,,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
Abfallmenge,Abfallmenge,,ENVI,Environment,environment,Environment,AC,Atmospheric conditions
Arbeitslose mit Anforderungsniveau Helfer,Arbeitslose mit Anforderungsniveau Helfer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Krankenhäuser der Erweiterten Notfallversorgung,Krankenhäuser der Erweiterten Notfallversorgung,,HEAL,Health,health,Health,HH,Human health and safety
Bibliotheken,Bibliotheken,,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
Wohnungseinbruchdiebstahl,Wohnungseinbruchdiebstahl,,JUST,"Justice, legal system and public safety",society,Society,HH,Human health and safety
Getötete im Straßenverkehr,Getötete im Straßenverkehr,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Postagenturen der Deutschen Post AG,Postagenturen der Deutschen Post AG,,GOVE,Government and public sector,utilitiesCommunication,Utilities / Communication,US,Utility and governmental services
Arbeitslose mit Anforderungsniveau Spezialist,Arbeitslose mit Anforderungsniveau Spezialist,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Beschäftigte im Handwerk,Beschäftigte im Handwerk,,SOCI,Population and society,society,Society,SU,Statistical units
Weibliche Schulabgänger ohne Abschluss,Weibliche Schulabgänger ohne Abschluss,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Flächennutzung und Umwelt,Flächennutzung und Umwelt,,ENVI,Environment,environment,Environment,LU,Land use
Ganztags-Betreuungsquote Vorschulkinder,Ganztags-Betreuungsquote Vorschulkinder,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bevölkerung in Mittelzentren,Bevölkerung in Mittelzentren,,SOCI,Population and society,society,Society,PD,Population distribution — demography
"Polizeidienststellen, teilweise besetzt","Polizeidienststellen, teilweise besetzt",,JUST,"Justice, legal system and public safety",society,Society,SU,Statistical units
Wahlbeteiligung,Wahlbeteiligung,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bildungsversorgungs- und Kulturfunktion,Bildungsversorgungs- und Kulturfunktion,,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
Bäder,Bäder,,SOCI,Population and society,society,Society,BU,Buildings
sozialversicherungspflichtig Beschäftigte Einpendler,sozialversicherungspflichtig Beschäftigte Einpendler,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Zweitstimme PIRATEN,Bundestagswahl Zweitstimme PIRATEN,,GOVE,Government and public sector,society,Society,SU,Statistical units
Erwerbstätige Tertiärer Sektor,Erwerbstätige Tertiärer Sektor,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Weibliche SGB II-Empfänger,Weibliche SGB II-Empfänger,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bevölkerung – Wanderungen,Bevölkerung – Wanderungen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Erholungsfläche,Erholungsfläche,,SOCI,Population and society,society,Society,LU,Land use
(SDG 11) Naherholungsflächen,(SDG 11) Naherholungsflächen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Freifläche je Einwohner,Freifläche je Einwohner,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Beschäftigte mit Anforderungsniveau Experte,Beschäftigte mit Anforderungsniveau Experte,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Arbeitsagenturen,Arbeitsagenturen,,SOCI,Population and society,society,Society,US,Utility and governmental services
Zahl der Staatsangehörigkeiten eine Staatsangehörigkeit,Zahl der Staatsangehörigkeiten eine Staatsangehörigkeit,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Entfernung zum Supermarkt/Discounter,Entfernung zum Supermarkt/Discounter,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Typ private Haushalte Lebensform Nichteheliche Lebensgemeinschaft,Typ private Haushalte Lebensform Nichteheliche Lebensgemeinschaft,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Säuglingssterblichkeit (<1 Jahr),Säuglingssterblichkeit (<1 Jahr),,HEAL,Health,health,Health,HH,Human health and safety
Studierende an Hochschulen,Studierende an Hochschulen,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Alter infr 10 bis 15,Alter infr 10 bis 15,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bruttoverdienst,Bruttoverdienst,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
Anteil ältere Arbeitslose,Anteil ältere Arbeitslose,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Baujahr 1960 bis 1969,Baujahr 1960 bis 1969,,SOCI,Population and society,society,Society,BU,Buildings
Religion Sonstige / Keine / Ohne Angabe,Religion Sonstige / Keine / Ohne Angabe,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Einwohner von 25 bis unter 30 Jahren,Einwohner von 25 bis unter 30 Jahren,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Ausländische Schüler,Ausländische Schüler,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Bushaltestellen,Bushaltestellen,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Personal der Kommunen,Personal der Kommunen,,GOVE,Government and public sector,society,Society,US,Utility and governmental services
Ganztags-Betreuungsquote Kleinkinder,Ganztags-Betreuungsquote Kleinkinder,,EDUC,"Education, culture and sport",society,Society,AC-MF,Atmospheric Conditions and meteorological geographical features
Auspendler,Auspendler,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Quote ältere Beschäftigte,Quote ältere Beschäftigte,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Oberlandesgerichte,Oberlandesgerichte,,JUST,"Justice, legal system and public safety",society,Society,US,Utility and governmental services
ALG I-Leistungen Frauen,ALG I-Leistungen Frauen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Kinderärzte,Kinderärzte,,HEAL,Health,health,Health,HH,Human health and safety
Verweildauer in Beherbergungsbetrieben,Verweildauer in Beherbergungsbetrieben,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Baujahr 1970 bis 1979,Baujahr 1970 bis 1979,,SOCI,Population and society,society,Society,BU,Buildings
Elterngeldbezieher (Väter),Elterngeldbezieher (Väter),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Finanzämter,Finanzämter,,GOVE,Government and public sector,structure,Structure,US,Utility and governmental services
Beschäftigte im Baugewerbe,Beschäftigte im Baugewerbe,,SOCI,Population and society,society,Society,SU,Statistical units
Wirtschafts- und Arbeitsmarktfunktion,Wirtschafts- und Arbeitsmarktfunktion,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
Bundestagswahl Erststimme Volt,Bundestagswahl Erststimme Volt,,SOCI,Population and society,society,Society,PD,Population distribution — demography
(SDG 8) Bruttoinlandsprodukt,(SDG 8) Bruttoinlandsprodukt,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
Studierende je 100 Einwohner 18 bis 25 Jahre,Studierende je 100 Einwohner 18 bis 25 Jahre,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Haushalte mit Kindern,Haushalte mit Kindern,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Studierende im 1. Semester,Studierende im 1. Semester,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Arbeitslosigkeit - Allgemein,Arbeitslosigkeit - Allgemein,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Typ der Kernfamilie  nach Kindern Mutter und Kinder ab 18,Typ der Kernfamilie  nach Kindern Mutter und Kinder ab 18,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Heizungsart Etagenheizung,Heizungsart Etagenheizung,,ENER,Energy,utilitiesCommunication,Utilities / Communication,ER,Energy resources
Gebäude nach Energieträger der Heizung Fernwärme,Gebäude nach Energieträger der Heizung Fernwärme,,ENER,Energy,utilitiesCommunication,Utilities / Communication,BU,Buildings
(SDG 11) PKW mit Elektroantrieb,(SDG 11) PKW mit Elektroantrieb,,TRAN,Transport,transportation,Transportation,TN,Transport networks
sozialversicherungspflichtig Beschäftigte Auspendler,sozialversicherungspflichtig Beschäftigte Auspendler,,SOCI,Population and society,society,Society,PD,Population distribution — demography
sozialversicherungspflichtig Beschäftigte am Arbeitsort,sozialversicherungspflichtig Beschäftigte am Arbeitsort,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Gebäude nach Anzahl der Wohnungen 2 Wohnungen,Gebäude nach Anzahl der Wohnungen 2 Wohnungen,,REGI,Regions and cities,structure,Structure,BU,Buildings
Baujahr 1980 bis 1989,Baujahr 1980 bis 1989,,SOCI,Population and society,society,Society,BU,Buildings
Fortzugsrate Frauen,Fortzugsrate Frauen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Personen in Bedarfsgemeinschaften,Personen in Bedarfsgemeinschaften,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Straßenverkehrsunfälle,Straßenverkehrsunfälle,,JUST,"Justice, legal system and public safety",transportation,Transportation,TN,Transport networks
Stimmenanteile Grüne,Stimmenanteile Grüne,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Krankenhausbetten,Krankenhausbetten,,HEAL,Health,health,Health,HH,Human health and safety
Bundestagswahl Erststimme Volksbegehren,Bundestagswahl Erststimme Volksbegehren,,GOVE,Government and public sector,society,Society,SU,Statistical units
Gebäudetyp Größe Zweifamilienhaus Reihenhaus,Gebäudetyp Größe Zweifamilienhaus Reihenhaus,,SOCI,Population and society,society,Society,BU,Buildings
Gender-Index,Gender-Index,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Wohnungen nach Zahl der Räume 4 Räume,Wohnungen nach Zahl der Räume 4 Räume,,SOCI,Population and society,society,Society,BU,Buildings
"Einwohner von 65 bis unter 75 Jahren, Frauen","Einwohner von 65 bis unter 75 Jahren, Frauen",,SOCI,Population and society,society,Society,PD,Population distribution — demography
Jüngere Arbeitslose,Jüngere Arbeitslose,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Haushaltsabfälle,Haushaltsabfälle,,ENVI,Environment,environment,Environment,EF,Environmental monitoring facilities
Entfernung zur Grundschule,Entfernung zur Grundschule,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Neubauwohnungen in Mehrfamilienhäusern je Einwohner,Neubauwohnungen in Mehrfamilienhäusern je Einwohner,,SOCI,Population and society,society,Society,BU,Buildings
Arbeitslosigkeit - Altersgruppen,Arbeitslosigkeit - Altersgruppen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Gestorbene,Gestorbene,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bandbreitenverfügbarkeit mindestens 50 Mbit/s,Bandbreitenverfügbarkeit mindestens 50 Mbit/s,,TECH,Science and technology,utilitiesCommunication,Utilities / Communication,US,Utility and governmental services
Hausärzte,Hausärzte,,HEAL,Health,health,Health,HH,Human health and safety
Schulabgänger mit allgemeiner Hochschulreife,Schulabgänger mit allgemeiner Hochschulreife,,EDUC,"Education, culture and sport",society,Society,HH,Human health and safety
Einwohner von 75 bis unter 85 Jahren,Einwohner von 75 bis unter 85 Jahren,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Arbeitslose Männer,Arbeitslose Männer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Nebenstelle eines Landgerichts,Nebenstelle eines Landgerichts,,JUST,"Justice, legal system and public safety",utilitiesCommunication,Utilities / Communication,US,Utility and governmental services
Ausländische Gäste in Beherbergungsbetrieben,Ausländische Gäste in Beherbergungsbetrieben,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Kleinbetriebe,Kleinbetriebe,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
(SDG 4) Betreuung von Kindern (unter 3-Jährige),(SDG 4) Betreuung von Kindern (unter 3-Jährige),,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Pkw Elektro (BEV),Pkw Elektro (BEV),,TRAN,Transport,transportation,Transportation,TN,Transport networks
Einwohner von 50 bis unter 65 Jahren,Einwohner von 50 bis unter 65 Jahren,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Postfilialen der Deutschen Post AG,Postfilialen der Deutschen Post AG,,SOCI,Population and society,utilitiesCommunication,Utilities / Communication,US,Utility and governmental services
Einwohner 65 Jahre und älter,Einwohner 65 Jahre und älter,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Stimmenanteile AfD,Stimmenanteile AfD,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Leistungen für Wohngeld,Leistungen für Wohngeld,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Weiterführende Schulen,Weiterführende Schulen,,EDUC,"Education, culture and sport",society,Society,SU,Statistical units
Abhängigenquote Alte,Abhängigenquote Alte,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Einpersonen-Bedarfsgemeinschaften,Einpersonen-Bedarfsgemeinschaften,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Beschäftigte mit Anforderungsniveau Fachkraft,Beschäftigte mit Anforderungsniveau Fachkraft,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bauen und Wohnen,Bauen und Wohnen,,SOCI,Population and society,society,Society,BU,Buildings
Frauenanteil,Frauenanteil,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Flächenneuinanspruchnahme,Flächenneuinanspruchnahme,,ENVI,Environment,planningCadastre,Planning / Cadastre,LU,Land use
Durchschnittliche Nettokaltmiete / Anzahl der Wohnungen Anzahl der Wohnungen,Durchschnittliche Nettokaltmiete / Anzahl der Wohnungen Anzahl der Wohnungen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Binnenwanderungsvolumen,Binnenwanderungsvolumen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Binnenwanderungsvolumen der Frauen,Binnenwanderungsvolumen der Frauen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Einpendler,Einpendler,,REGI,Regions and cities,society,Society,PD,Population distribution — demography
Pendler mit Arbeitsweg 300 km und mehr,Pendler mit Arbeitsweg 300 km und mehr,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Anteil Minijobs (Nebenverdienst) an den Beschäftigungsverhältnissen,Anteil Minijobs (Nebenverdienst) an den Beschäftigungsverhältnissen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Elterngeldbezieher (Väter) im ersten Lebensjahr,Elterngeldbezieher (Väter) im ersten Lebensjahr,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Pflegeheimplätze,Pflegeheimplätze,,HEAL,Health,health,Health,HH,Human health and safety
Entfernung zur ÖV Haltestelle,Entfernung zur ÖV Haltestelle,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Anteil Minijobs (Nebenverdienst),Anteil Minijobs (Nebenverdienst),,SOCI,Population and society,society,Society,SU,Statistical units
Einwohner von 18 bis unter 25 Jahren,Einwohner von 18 bis unter 25 Jahren,,SOCI,Population and society,society,Society,PD,Population distribution — demography
(SDG 9) Existenzgründungen,(SDG 9) Existenzgründungen,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Bundestagswahl Erststimme GRÜNE/B 90,Bundestagswahl Erststimme GRÜNE/B 90,,GOVE,Government and public sector,society,Society,AU,Administrative units
Männliche Berufseinstiegswanderer,Männliche Berufseinstiegswanderer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
(SDG 1) Armut - Kinderarmut,(SDG 1) Armut - Kinderarmut,,SOCI,Population and society,society,Society,PD,Population distribution — demography
ALG I-Leistungen,ALG I-Leistungen,,SOCI,Population and society,society,Society,US,Utility and governmental services
Auszubildende,Auszubildende,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Schüler an weiterführenden Schulen,Schüler an weiterführenden Schulen,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Langzeitarbeitslose,Langzeitarbeitslose,,SOCI,Population and society,society,Society,PD,Population distribution — demography
"Einwohner von 18 bis unter 25 Jahren, Frauen","Einwohner von 18 bis unter 25 Jahren, Frauen",,SOCI,Population and society,society,Society,PD,Population distribution — demography
Alleinerziehende erwerbsfähige Leistungsberechtigte,Alleinerziehende erwerbsfähige Leistungsberechtigte,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Wohnung Gebäudetyp Größe Einfamilienhaus Doppelhaushälfte,Wohnung Gebäudetyp Größe Einfamilienhaus Doppelhaushälfte,,SOCI,Population and society,structure,Structure,BU,Buildings
Studierende an Hochschulen je 1.000 Einwohner,Studierende an Hochschulen je 1.000 Einwohner,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Beschäftigtendichte (AO),Beschäftigtendichte (AO),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Männliche jüngere Arbeitslose,Männliche jüngere Arbeitslose,,SOCI,Population and society,society,Society,PD,Population distribution — demography
